"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","all_params","param_years","param_last5avg_surf","last_year","programs"
"HA-386-01","Robbins Pond",13,10,5,1.85,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","13, 13, 12, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13","2.52, 23.76, 6.97, 83.03, 6.04, 6.4, 0.71, 21.91, 24.15, 1.43, 0.98, 46.43, 33.8, 47.13",2018,"Pond and Lake Stewards"
"HA-414-01","White Pond",10,9,1,1,"2001, 2004, 2005, 2006, 2007, 2008, 2014, 2015, 2017, 2018","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9","4.75, 25.5, 7.19, 6, 3.25, 0.3, 9.45, 19.96, 1.29, 1.63, 36.51, 27.75, 37.57",2018,"Pond and Lake Stewards"
"HA-416-01","Josephs Pond",14,14,4,1.86,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","14, 14, 13, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14","4.61, 25.34, 7.91, 96.13, 6.82, 12.9, 0.6, 18.62, 26.77, 2.2, 0.82, 45.46, 35.78, 38.61",2019,"Pond and Lake Stewards"
"HA-418-01","Sand Lake",1,1,1,1,"2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TN, Chla, Phaeo, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Cape Cod Regional Pond Monitoring Program"
"HA-420-01","Bucks Pond",14,14,5,2.29,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","14, 14, 14, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14","4.31, 25.62, 7.62, 93.86, 6.82, 14.47, 0.68, 20.91, 26.59, 3.22, 0.85, 46.3, 40.13, 39.19",2019,"Pond and Lake Stewards"
"HA-442-01","Andrews Pond",7,6,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2008,"Pond and Lake Stewards"
"HA-507-01","Flax Pond",8,1,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","6, 7, 7, 8, 8, 7, 7, 7, 8, 8, 7, 8, 6","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2012,"Pond and Lake Stewards"
"HA-525-01","Sand Pond",14,12,5,2.14,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","13, 13, 13, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 13","3.69, 25.75, 6.58, 82.22, 6.18, 5.56, 0.66, 20.41, 21.95, 3.11, 1.61, 46.75, 40.42, 41.31",2019,"Pond and Lake Stewards"
"HA-579-01","Grass Pond",2,0,1,1,"2009, 2012","pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll","1, 1, 2, 2, 2, 2, 2, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA",2012,"Pond and Lake Stewards"
"HA-629-01","Skinequit Pond",14,14,5,2.14,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","14, 14, 14, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14","1.24, 24.68, 7.85, 95.78, 7.08, 28.54, 1.13, 34.88, 46.89, 23.28, 4.96, 54.66, 58.64, 58.41",2019,"Pond and Lake Stewards"
"MA-634-01","Mashpee-Wakeby Pond",18,18,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 18, 18, 18, 18, 17, 18, 18, 18, 18, 17","3.92, 24.4, 9.2, 6.86, 15.68, 0.69, 21.37, 23.26, 3.48, 1.43, 47.59, 40.12, 40.71",2020,"Pond and Lake Stewards"
"MA-718-01","Santuit Pond",19,19,2,1.11,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","19, 19, 19, 1, 19, 19, 19, 18, 19, 19, 19, 18, 18, 18, 1, 1, 1, 1, 1, 1, 1, 1, 1","0.83, 26.02, 10.63, NA, 8.05, 29.7, 1.73, 53.58, 70.76, 30.87, 3.05, 61.09, 63.98, 62.8, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"MA-781-01","Washburn Pond",1,0,1,1,"2001","Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-793-01","Moody Pond",13,13,2,1.08,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","13, 13, 13, 1, 13, 13, 13, 12, 13, 12, 12, 12, 11, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"MA-801-01","Amos Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-804-01","Coombs Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-808-01","Ashumet Pond",17,17,2,1.06,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17","3.34, 23.96, 9.08, 6.77, 12.46, 0.75, 23.29, 21.91, 5.06, 0.64, 48.41, 44.74, 43.45",2020,"Pond and Lake Stewards"
"MA-818-01","Johns Pond",19,19,2,1.11,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","17, 16, 16, 1, 19, 19, 19, 18, 19, 19, 19, 18, 18, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1","3.78, 24.68, 9.22, NA, 6.66, 21.34, 0.56, 17.28, 20.94, 5.32, 1.9, 44.36, 46.23, 41.2, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"MA-870-01","Cataquin Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-871-01","Martha Pond",1,0,1,1,"2014","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2014,"Pond and Lake Stewards"
"MA-876-01","Trout Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-895-01","Flying Squirrel Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-897-01","Flashy Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-957-01","Deans Pond",1,0,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-960-01","Jim Pond",1,1,1,1,"2001","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"MA-1039-01","Mashpee-Wakeby Pond",18,18,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","16, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 16","2.82, 24.5, 9.37, 6.9, 15.78, 0.8, 24.9, 27.65, 5.12, 2.64, 49.67, 44.04, 45.62",2020,"Pond and Lake Stewards"
"OR-113-01","Ice House Pond",17,16,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16","3.38, 25.1, 7.01, 6.27, 8.6, 0.71, 22.09, 36.89, 4.26, 1.32, 48.61, 43.91, 42.48",2019,"Pond and Lake Stewards"
"OR-122-01","Cedar Pond",15,15,2,1.2,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Sal","15, 14, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 3","0.5, 25.55, 7.92, 7.89, 138.45, 8.25, 255.38, 89.8, 84.87, 12.29, 83.94, 73.39, 69.84, NA",2017,"Pond and Lake Stewards"
"OR-123-01","Reubens Pond",15,1,2,1.13,"2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","15, 15, 15, 1, 15, 14, 15, 14, 15, 15, 15, 14, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1","0.36, 23.45, 7.5, NA, 5.36, 3.8, 7.69, 238.19, 191.49, 126.5, 62.56, 82.45, 78.09, 74.93, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"OR-129-01","Critchetts Pond",1,0,1,1,"2016","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","0.33, 24.5, 7.11, 5.74, 5.2, 3.32, 102.83, 90.45, 18.75, 14.73, 70.96, 59.36, 75.98",2016,"Pond and Lake Stewards"
"OR-136-01","Bolands Pond",17,15,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","15, 15, 15, 17, 17, 17, 17, 17, 17, 17, 17, 17, 15","0.88, 24.38, 8.68, 6.25, 7.65, 2.13, 65.89, 73.65, 21.72, 7.44, 64.01, 54.31, 62.73",2019,"Pond and Lake Stewards"
"OR-142-01","Uncle Harveys Pond",16,15,2,1.31,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 15","1.26, 24.27, 6.57, 6.8, 24, 1.14, 35.21, 64.84, 20.31, 10.49, 55.28, 60.13, 56.64",2019,"Pond and Lake Stewards"
"OR-147-01","Kettle Pond",12,7,2,1.25,"2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2013, 2014, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","12, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12","0.18, 21.3, 1.19, 4.82, 0.3, 8.1, 250.89, 132.88, 2.04, 9.23, 83.82, 37.59, 84.71",2019,"Pond and Lake Stewards"
"OR-153-01","Crystal Lake",17,17,2,1.24,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2019, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","16, 16, 16, 1, 17, 17, 17, 16, 17, 17, 17, 16, 16, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1","3.71, 23.15, 8.06, NA, 6.52, 6.65, 0.48, 15.02, 30.32, 4.58, 2.44, 43.19, 43.56, 41.1, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"OR-167-01","Bakers Pond",17,17,2,1.24,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17","6.17, 23.7, 7.92, 6.19, 3.93, 0.38, 11.87, 33.62, 1.05, 1.7, 39.46, 31.07, 33.88",2019,"Pond and Lake Stewards"
"OR-171-01","Chigger Pond",2,1,2,1.5,"2004, 2005","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2005,"Pond and Lake Stewards"
"OR-174-01","Gould Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17","2.92, 25.77, 6.32, 5.69, 2.78, 0.56, 17.27, 28.91, 5.62, 8.33, 44.9, 43.97, 44.87",2019,"Pond and Lake Stewards"
"OR-176-01","Pilgrim Lake",16,16,2,1.38,"2001, 2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","16, 16, 16, 1, 16, 16, 16, 15, 16, 16, 16, 15, 15, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1","2.83, 23.07, 7.95, NA, 6.87, 24.17, 0.57, 17.76, 37.62, 9.61, 4.67, 45.55, 51.63, 45.57, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"OR-203-01","Wash Pond",9,8,1,1,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2009,"Pond and Lake Stewards"
"OR-228-01","Uncle Israels Pond",17,5,2,1.18,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17","0.57, 24.15, 5.29, 5.74, 5.77, 4.04, 125.13, 75.28, 13.39, 14.56, 55.12, 55.76, 69",2019,"Pond and Lake Stewards"
"OR-247-01","Twinings Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17","2.68, 23.88, 6.43, 6.27, 11.32, 0.6, 18.74, 30.76, 6.63, 4.71, 46.38, 48.17, 45.92",2019,"Pond and Lake Stewards"
"OR-249-01","Sarahs Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17","1.41, 25.3, 7.54, 7.14, 21.88, 1.22, 37.89, 40.38, 15.06, 8.41, 55.61, 56.21, 55.36",2019,"Pond and Lake Stewards"
"OR-253-01","Shoal Pond",17,15,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17","0.8, 23.7, 2.45, 5.94, 14.45, 1.24, 38.33, 47.45, 19.07, 20.37, 56.51, 57.73, 63.38",2019,"Pond and Lake Stewards"
"OR-256-01","Meadow Bog Pond",16,12,2,1.31,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","16, 16, 16, 16, 16, 16, 16, 15, 16, 15, 16, 16, 16","1.69, 24.23, 6.12, 7.56, 51, 1.46, 45.12, 42.7, 8.56, 5.71, 58.26, 51.42, 52.43",2019,"Pond and Lake Stewards"
"OR-262-01","Deep Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 17, 17, 17","2.12, 25.27, 6.56, 6.64, 20.8, 0.58, 18.04, 52.12, 9.15, 6.56, 44.73, 51.33, 49.78",2019,"Pond and Lake Stewards"
