"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","all_params","param_years","param_last5avg_surf","last_year","programs"
"OR-264-01","Uncle Seths Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17","1.61, 24.42, 4.43, 6.3, 21.95, 0.76, 23.54, 32.83, 7.45, 2.18, 49.39, 46.89, 53.42",2019,"Pond and Lake Stewards"
"PR-1-01","Grassy Pond",1,0,1,1,"2001","Secchi, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"PR-2-01","Blackwater Pond",1,0,2,2,"2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TN, Chla, Phaeo, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Cape Cod Regional Pond Monitoring Program"
"PR-9-01","Great Pond",3,0,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"PR-16-01","Pasture Pond",1,0,1,1,"2001","Secchi, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"PR-22-01","Bennett Pond",2,0,1,1,"2001, 2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"PR-25-01","Clapps Round Pond",1,0,1,1,"2001","Secchi, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"PR-26-01","Duck Pond",2,0,1,1,"2003, 2004","Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll","1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"PR-28-01","Clapps Pond",9,3,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","7, 8, 8, 1, 8, 8, 9, 8, 9, 9, 9, 8, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"SA-210-01","Shawme Lake",1,1,2,2,"2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TN, Chla, Phaeo, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Cape Cod Regional Pond Monitoring Program"
"SA-409-01","Spectacle Pond",9,9,2,1.11,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","9, 9, 9, 1, 9, 9, 9, 8, 9, 9, 9, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"SA-431-01","Lawrence Pond",11,11,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","11, 11, 11, 1, 11, 11, 11, 10, 11, 10, 10, 10, 9, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"SA-504-01","Triangle Pond",10,10,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2012,"Pond and Lake Stewards"
"SA-526-01","Peters Pond",5,5,1,1,"2001, 2003, 2004, 2005, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"SA-568-01","Snake Pond",4,4,1,1,"2001, 2003, 2004, 2005","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2005,"Pond and Lake Stewards"
"SA-615-01","Pimlico Pond",4,4,1,1,"2001, 2003, 2004, 2005","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2005,"Pond and Lake Stewards"
"TR-38-01","Village Pond",2,1,2,1.5,"2003, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"TR-48-01","Great Pond",11,11,2,1.18,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2012, 2013, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","11, 11, 11, 1, 11, 11, 11, 10, 11, 10, 10, 10, 9, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"TR-49-01","Round Pond (East)",3,3,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"TR-50-01","Round Pond (West)",2,2,1,1,"2001, 2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"TR-51-01","Horseleech Pond",2,2,1,1,"2001, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"TR-52-01","Snow Pond",5,5,1,1,"2001, 2003, 2004, 2012, 2013","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2013,"Pond and Lake Stewards"
"TR-53-01","Slough Pond",7,7,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2009","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2009,"Pond and Lake Stewards"
"TR-54-01","Ryder Pond",4,4,1,1,"2001, 2003, 2012, 2013","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2013,"Pond and Lake Stewards"
"WE-55-01","Williams Pond",3,1,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-56-01","Herring Pond",4,4,2,1.25,"2001, 2003, 2004, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","4, 4, 4, 1, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"WE-57-01","Higgins Pond",3,3,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-59-01","Gull Pond",6,6,1,1,"2001, 2004, 2005, 2006, 2007, 2009","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2009,"Pond and Lake Stewards"
"WE-60-01","Doanes Bog Pond",1,0,1,1,"2001","pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll","1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"WE-61-01","Kinnicum Pond",3,3,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-64-01","Spectacle Pond",3,3,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-65-01","Long Pond",6,6,1,1,"2001, 2003, 2005, 2006, 2007, 2011","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2011,"Pond and Lake Stewards"
"WE-66-01","Northeast Pond",3,2,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 2, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-67-01","Great Pond",4,4,2,1.5,"2001, 2003, 2004, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","4, 4, 4, 1, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"WE-68-01","Southeast Pond",3,2,1,1,"2001, 2003, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-70-01","Turtle Pond",2,0,1,1,"2001, 2004","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, CTI_TP, CTI_Secchi","2, 2, 2, 1, 1, 1, 1, 1, 1, 2","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2004,"Pond and Lake Stewards"
"WE-71-01","Dyer Pond",4,4,1,1,"2001, 2003, 2014, 2016","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4.4, 23.9, 8.42, 5.77, 1.7, 0.97, 30.04, 15.03, 2.16, 1.8, 53.21, 38.15, 38.65",2016,"Pond and Lake Stewards"
"WE-74-01","Grass Pond",1,0,1,1,"2001","pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll","1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA",2001,"Pond and Lake Stewards"
"WE-76-01","Duck Pond",10,10,2,1.1,"2001, 2003, 2004, 2005, 2006, 2007, 2010, 2014, 2016, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","9, 10, 10, 1, 10, 10, 10, 9, 10, 10, 10, 9, 9, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1","5.1, 23.5, 8.04, NA, 5.69, 1.5, 1.07, 33.14, 15.22, 2.49, 1.52, 54.63, 39.55, 36.52, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"YA-371-01","Tom Matthews Pond",7,1,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 6, 7","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2009,"Pond and Lake Stewards"
"YA-472-01","Dennis Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","14, 14, 14, 1, 14, 14, 14, 13, 14, 14, 14, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1","5.6, 22.1, 6.8, NA, 5.05, 0.5, 0.94, 29.12, 16.72, 0.54, 1.69, 52.77, 24.56, 35.17, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"YA-478-01","Miss Thachers Pond",1,0,1,1,"2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"YA-483-01","Perch Pond",1,1,1,1,"2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"YA-492-01","Greenough Pond",11,11,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2016","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","11, 11, 11, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11","5.2, 22.6, 6.64, 5.49, 1.4, 0.94, 29.12, 19.59, 0.97, 0.88, 52.77, 30.3, 36.24",2016,"Pond and Lake Stewards"
"YA-493-01","Elishas Pond",1,1,1,1,"2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"YA-569-01","Flax Pond",12,12,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12","4.65, 22.9, 7.05, 6.54, 8.1, 0.94, 29.12, 28.65, 2.92, 0.79, 52.77, 41.11, 37.85",2016,"Pond and Lake Stewards"
"YA-653-01","Plashes Pond",1,0,1,1,"2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
"YA-657-01","Long Pond",13,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13","4, 21.8, 7.24, 6.69, 21.5, 1.01, 31.28, 43.25, 2.96, 38.63, 53.8, 41.25, 40.02",2016,"Pond and Lake Stewards"
"YA-692-01","Horse Pond",3,3,1,1,"2003, 2004, 2005","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2005,"Pond and Lake Stewards"
"YA-693-01","James Pond",2,2,2,1.5,"2003, 2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"YA-700-01","West Sandy Pond",1,1,1,1,"2023","Secchi, Temp, DO, DO_sat, pH, Alk, TP, TN, Chla, Phaeo, ATemp, NH4, NOX, DO_Final, DO_sat_Final, PO4, ORP, Sal, Cond","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2023,"Cape Cod Regional Pond Monitoring Program"
"YA-711-01","Big Sandy Pond",3,3,1,1,"2003, 2004, 2006","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2006,"Pond and Lake Stewards"
"YA-716-01","Jabez Neds Pond",1,1,1,1,"2003","Secchi, Temp, DO, pH, Alk, TP, TP_ugL, TN, Chla, Phaeo, CTI_TP, CTI_Chlorophyll, CTI_Secchi","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",2003,"Pond and Lake Stewards"
